Classifier,Macro F1,Macro Recall,Macro Precision,Class0 Recall,Class1 Recall,Class2 Recall,Class0 Precision,Class1 Precision,Class2 Precision,Class0 F1,Class1 F1,Class2 F1,TrainParticipants,TestParticipants,TrainConditions,TestConditions,Experiment,RandomState,WindowDuration,WindowStepSize,BatchSize,LearningRate,HiddenDim,Epochs
CNN,0.32037037037037036,0.3362573099415205,0.3717948717948718,0.8421052631578947,0.0,0.16666666666666666,0.6153846153846154,0.0,0.5,0.7111111111111111,0.0,0.25,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",05,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.35532233883058467,0.35227272727272724,0.3621794871794872,0.6818181818181818,0.0,0.375,0.625,0.0,0.46153846153846156,0.6521739130434783,0.0,0.41379310344827586,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",07,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",08,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",09,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.40092165898617516,0.4636363636363636,0.45,0.2,,0.7272727272727273,0.5,,0.4,0.28571428571428575,,0.5161290322580645,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",11,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.044444444444444446,0.3333333333333333,0.023809523809523808,0.0,0.0,1.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.13333333333333333,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",13,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.07326007326007326,0.3466666666666667,0.358974358974359,0.04,0.0,1.0,1.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.14285714285714288,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",14,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.49019607843137253,0.5,0.4807692307692308,1.0,,0.0,0.9615384615384616,,0.0,0.9803921568627451,,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",15,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.3619047619047619,0.4259259259259259,0.34117647058823525,0.7777777777777778,0.5,0.0,0.8235294117647058,0.2,0.0,0.7999999999999999,0.28571428571428575,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",18,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.27272727272727276,0.27272727272727276,0.27272727272727276,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",19,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.02666666666666666,0.3333333333333333,0.013888888888888888,0.0,1.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.07999999999999999,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",20,FW,FW,1,64,7.0,10,64,0.001,,10
CNN,0.023809523809523808,0.3333333333333333,0.012345679012345678,0.0,1.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.07142857142857142,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",21,FW,FW,1,64,7.0,10,64,0.001,,10
