,Classifier,Accuracy,Precision,Recall,F1,Class0 Recall,Class1 Recall,Class0 Precision,Class1 Precision,Class0 F1,Class1 F1,Macro F1,Macro Recall,Macro Precision,TrainParticipants,TestParticipants,TrainConditions,TestConditions,Experiment
2,KNN,0.5603674540682415,0.555858953613808,0.5344880218125811,0.497779780161839,0.8426150121065376,0.22636103151862463,0.5631067961165048,0.5486111111111112,0.6750727449078564,0.3204868154158215,0.497779780161839,0.5344880218125811,0.555858953613808,[10],[6],['LP'],['RW'],36
3,DecisionTree,0.45013123359580054,0.46089399530358943,0.46764883409533986,0.43390726645071037,0.25907990314769974,0.6762177650429799,0.4863636363636364,0.4354243542435424,0.3380726698262243,0.5297418630751964,0.43390726645071037,0.46764883409533986,0.46089399530358943,[10],[6],['LP'],['RW'],36
4,MLP,0.573490813648294,0.56818336857903,0.5554749994796617,0.5422729801513004,0.7699757869249395,0.34097421203438394,0.5802919708029197,0.5560747663551402,0.6618106139438086,0.4227353463587922,0.5422729801513004,0.5554749994796617,0.56818336857903,[10],[6],['LP'],['RW'],36
0,SVM,0.5700404858299595,0.5674939483204948,0.5691433566433566,0.566079159611487,0.5634615384615385,0.5748251748251748,0.490787269681742,0.6442006269592476,0.5246195165622202,0.6075388026607539,0.566079159611487,0.5691433566433566,0.5674939483204948,[10],[9],['LP'],['RW'],36
1,RandomForest,0.4834008097165992,0.5447391245534045,0.5302447552447552,0.4588600987874093,0.8269230769230769,0.23356643356643356,0.4396728016359918,0.6498054474708171,0.5740987983978638,0.3436213991769547,0.4588600987874093,0.5302447552447552,0.5447391245534045,[10],[9],['LP'],['RW'],36
2,KNN,0.5303643724696356,0.5516680261690333,0.5500874125874127,0.5296832075303213,0.675,0.4251748251748252,0.46062992125984253,0.642706131078224,0.547581903276131,0.5117845117845117,0.5296832075303213,0.5500874125874127,0.5516680261690333,[10],[9],['LP'],['RW'],36
3,DecisionTree,0.5959514170040486,0.576452527161077,0.5652972027972027,0.5606658468338412,0.37115384615384617,0.7594405594405594,0.5287671232876713,0.6241379310344828,0.4361581920903955,0.6851735015772871,0.5606658468338412,0.5652972027972027,0.576452527161077,[10],[9],['LP'],['RW'],36
4,MLP,0.48502024291497975,0.5070909626707923,0.5067307692307692,0.483312546375965,0.6442307692307693,0.36923076923076925,0.4262086513994911,0.5879732739420935,0.5130168453292496,0.4536082474226804,0.483312546375965,0.5067307692307692,0.5070909626707923,[10],[9],['LP'],['RW'],36
0,SVM,0.5037425149700598,0.5039621881183884,0.5039443488238669,0.5032747032747033,0.5376506024096386,0.47023809523809523,0.5007012622720898,0.507223113964687,0.5185185185185185,0.48803088803088807,0.5032747032747033,0.5039443488238669,0.5039621881183884,[10],[10],['LP'],['RW'],36
1,RandomForest,0.47979041916167664,0.4749169560054711,0.48130020080321284,0.44533087376576086,0.733433734939759,0.22916666666666666,0.4845771144278607,0.4652567975830816,0.5835829838226483,0.3070787637088734,0.44533087376576086,0.48130020080321284,0.4749169560054711,[10],[10],['LP'],['RW'],36
2,KNN,0.4782934131736527,0.47613800085666447,0.4793997418244407,0.4604434807952269,0.6641566265060241,0.29464285714285715,0.4819672131147541,0.47030878859857483,0.558581380620646,0.36230558096980786,0.4604434807952269,0.4793997418244407,0.47613800085666447,[10],[10],['LP'],['RW'],36
3,DecisionTree,0.4842814371257485,0.4785840623356757,0.48293172690763053,0.4559254222100858,0.2575301204819277,0.7083333333333334,0.4659400544959128,0.49122807017543857,0.3317167798254122,0.5801340645947594,0.4559254222100858,0.48293172690763053,0.4785840623356757,[10],[10],['LP'],['RW'],36
4,MLP,0.45808383233532934,0.45453143806388074,0.45902359437751006,0.4448859658184406,0.6159638554216867,0.3020833333333333,0.46583143507972663,0.4432314410480349,0.5304798962386511,0.35929203539823007,0.4448859658184406,0.45902359437751006,0.45453143806388074,[10],[10],['LP'],['RW'],36
0,SVM,0.5347912524850894,0.5387233299882194,0.539220530868215,0.5342592592592593,0.5044091710758377,0.5740318906605922,0.6046511627906976,0.4727954971857411,0.55,0.5185185185185186,0.5342592592592593,0.539220530868215,0.5387233299882194,[10],[11],['LP'],['RW'],36
1,RandomForest,0.5377733598409543,0.5269315763627435,0.5264389565832239,0.5262343944167789,0.6155202821869489,0.43735763097949887,0.5855704697986577,0.4682926829268293,0.6001719690455719,0.4522968197879859,0.5262343944167789,0.5264389565832239,0.5269315763627435,[10],[11],['LP'],['RW'],36
2,KNN,0.5497017892644135,0.5340146931719966,0.5316214902395616,0.5289809460318444,0.673721340388007,0.3895216400911162,0.5876923076923077,0.4803370786516854,0.6277732128184058,0.43018867924528303,0.5289809460318444,0.5316214902395616,0.5340146931719966,[10],[11],['LP'],['RW'],36
3,DecisionTree,0.5168986083499006,0.5386179124962774,0.5359462944884357,0.5136673987776929,0.3862433862433862,0.6856492027334852,0.6134453781512605,0.4637904468412943,0.47402597402597396,0.5533088235294118,0.5136673987776929,0.5359462944884357,0.5386179124962774,[10],[11],['LP'],['RW'],36
4,MLP,0.5278330019880716,0.5185284118504129,0.5183919682780731,0.518371625401273,0.5925925925925926,0.44419134396355353,0.5793103448275863,0.45774647887323944,0.5858761987794247,0.45086705202312144,0.518371625401273,0.5183919682780731,0.5185284118504129,[10],[11],['LP'],['RW'],36
0,SVM,0.5557603686635945,0.5556856175926933,0.5558503387450755,0.5553974277883197,0.557504873294347,0.5541958041958042,0.5286506469500925,0.5827205882352942,0.5426944971537002,0.5681003584229392,0.5553974277883197,0.5558503387450755,0.5556856175926933,[10],[12],['LP'],['RW'],36
1,RandomForest,0.4774193548387097,0.4846746575342466,0.48627469022205866,0.4675116266388303,0.6491228070175439,0.32342657342657344,0.4625,0.5068493150684932,0.5401459854014599,0.39487726787620064,0.4675116266388303,0.48627469022205866,0.4846746575342466,[10],[12],['LP'],['RW'],36
2,KNN,0.5050691244239631,0.5159509343291349,0.5142075273654221,0.49516125258963317,0.682261208576998,0.34615384615384615,0.48342541436464087,0.5484764542936288,0.5658852061438965,0.4244372990353698,0.49516125258963317,0.5142075273654221,0.5159509343291349,[10],[12],['LP'],['RW'],36
3,DecisionTree,0.5419354838709678,0.5405350130890052,0.540526724737251,0.5405304079241666,0.5146198830409356,0.5664335664335665,0.515625,0.5654450261780105,0.5151219512195122,0.5659388646288209,0.5405304079241666,0.540526724737251,0.5405350130890052,[10],[12],['LP'],['RW'],36
4,MLP,0.48847926267281105,0.4933328403825298,0.4935471448629344,0.48621677910585037,0.5867446393762183,0.40034965034965037,0.4673913043478261,0.5192743764172335,0.5203111495246326,0.4521224086870681,0.48621677910585037,0.4935471448629344,0.4933328403825298,[10],[12],['LP'],['RW'],36
0,SVM,0.5383259911894274,0.5385076909685522,0.5384646437044305,0.5382453416149068,0.5209790209790209,0.5559502664298401,0.5437956204379562,0.5332197614991482,0.532142857142857,0.5443478260869565,0.5382453416149068,0.5384646437044305,0.5385076909685522,[10],[13],['LP'],['RW'],36
1,RandomForest,0.5594713656387665,0.58311099493429,0.557263784173198,0.5211713961713961,0.8356643356643356,0.27886323268206037,0.5407239819004525,0.6254980079681275,0.6565934065934065,0.3857493857493857,0.5211713961713961,0.557263784173198,0.58311099493429,[10],[13],['LP'],['RW'],36
2,KNN,0.5629955947136563,0.5719554915983487,0.5614869145064527,0.5457743524202345,0.7517482517482518,0.37122557726465366,0.548469387755102,0.5954415954415955,0.6342182890855457,0.45733041575492345,0.5457743524202345,0.5614869145064527,0.5719554915983487,[10],[13],['LP'],['RW'],36
3,DecisionTree,0.5462555066079295,0.5495080833518182,0.5471282713733868,0.5411261358506859,0.4370629370629371,0.6571936056838366,0.5643340857787811,0.5346820809248555,0.49261083743842365,0.5896414342629481,0.5411261358506859,0.5471282713733868,0.5495080833518182,[10],[13],['LP'],['RW'],36
4,MLP,0.5268722466960353,0.5280125957009738,0.525745568818393,0.5165305088012793,0.6678321678321678,0.3836589698046181,0.52400548696845,0.5320197044334976,0.5872405841660261,0.4458204334365325,0.5165305088012793,0.525745568818393,0.5280125957009738,[10],[13],['LP'],['RW'],36
0,SVM,0.5228365384615384,0.5265096351979309,0.5253648326742062,0.5187142555315134,0.6305418719211823,0.42018779342723006,0.5089463220675944,0.5440729483282675,0.5632563256325632,0.4741721854304636,0.5187142555315134,0.5253648326742062,0.5265096351979309,[10],[15],['LP'],['RW'],36
1,RandomForest,0.5192307692307693,0.5492628325606649,0.5272786142140198,0.463571889103804,0.8620689655172413,0.19248826291079812,0.5043227665706052,0.5942028985507246,0.6363636363636364,0.2907801418439716,0.463571889103804,0.5272786142140198,0.5492628325606649,[10],[15],['LP'],['RW'],36
2,KNN,0.49278846153846156,0.4982004052868766,0.4986239274728833,0.4642578125000001,0.7413793103448276,0.25586854460093894,0.48705501618122976,0.5093457943925234,0.5878906250000001,0.340625,0.4642578125000001,0.4986239274728833,0.4982004052868766,[10],[15],['LP'],['RW'],36
3,DecisionTree,0.5360576923076923,0.5350533471815693,0.5343439950045098,0.5327502022335899,0.4630541871921182,0.6056338028169014,0.5280898876404494,0.542016806722689,0.49343832020997375,0.5720620842572062,0.5327502022335899,0.5343439950045098,0.5350533471815693,[10],[15],['LP'],['RW'],36
4,MLP,0.49158653846153844,0.49397227611962996,0.49427021901524093,0.4864759570137232,0.6059113300492611,0.3826291079812207,0.48330058939096265,0.5046439628482973,0.5377049180327869,0.43524699599465955,0.4864759570137232,0.49427021901524093,0.49397227611962996,[10],[15],['LP'],['RW'],36
0,SVM,0.5697399527186762,0.5555851063829788,0.5591177178623015,0.5537793646285551,0.5988805970149254,0.5193548387096775,0.6829787234042554,0.42819148936170215,0.6381709741550695,0.4693877551020409,0.5537793646285551,0.5591177178623015,0.5555851063829788,[10],[16],['LP'],['RW'],36
1,RandomForest,0.5839243498817966,0.4724964572508267,0.4859833895040925,0.4478339229690942,0.8526119402985075,0.11935483870967742,0.626027397260274,0.31896551724137934,0.721958925750395,0.17370892018779344,0.4478339229690942,0.4859833895040925,0.4724964572508267,[10],[16],['LP'],['RW'],36
2,KNN,0.6004728132387707,0.5433631674757281,0.5344065960519981,0.5287731371618415,0.7817164179104478,0.2870967741935484,0.6546875,0.4320388349514563,0.7125850340136054,0.3449612403100775,0.5287731371618415,0.5344065960519981,0.5433631674757281,[10],[16],['LP'],['RW'],36
3,DecisionTree,0.49645390070921985,0.5278569074300782,0.5284845931632162,0.49622584541062803,0.4085820895522388,0.6483870967741936,0.6676829268292683,0.38803088803088803,0.5069444444444444,0.48550724637681164,0.49622584541062803,0.5284845931632162,0.5278569074300782,[10],[16],['LP'],['RW'],36
4,MLP,0.5295508274231678,0.4784143518518518,0.4797965816080886,0.47793971719176387,0.6660447761194029,0.29354838709677417,0.6197916666666666,0.337037037037037,0.6420863309352518,0.3137931034482759,0.47793971719176387,0.4797965816080886,0.4784143518518518,[10],[16],['LP'],['RW'],36
0,SVM,0.48756218905472637,0.4855803893294881,0.4847507331378299,0.4793788456257563,0.4727272727272727,0.4967741935483871,0.3684210526315789,0.6027397260273972,0.4141069397042093,0.5446507515473032,0.4793788456257563,0.4847507331378299,0.4855803893294881,[10],[17],['LP'],['RW'],36
1,RandomForest,0.4945273631840796,0.5446712509332915,0.5406053623795559,0.4919919123090517,0.7376623376623377,0.3435483870967742,0.4109985528219971,0.678343949044586,0.5278810408921933,0.45610278372591007,0.4919919123090517,0.5406053623795559,0.5446712509332915,[10],[17],['LP'],['RW'],36
2,KNN,0.48855721393034823,0.5264776444929117,0.5254294093003771,0.48793616177636795,0.6831168831168831,0.36774193548387096,0.4015267175572519,0.6514285714285715,0.5057692307692307,0.47010309278350515,0.48793616177636795,0.5254294093003771,0.5264776444929117,[10],[17],['LP'],['RW'],36
3,DecisionTree,0.5701492537313433,0.5201783982544044,0.5167364893171345,0.5104327352439718,0.2883116883116883,0.7451612903225806,0.41263940520446096,0.6277173913043478,0.3394495412844037,0.6814159292035399,0.5104327352439718,0.5167364893171345,0.5201783982544044,[10],[17],['LP'],['RW'],36
4,MLP,0.4736318407960199,0.4985785432662378,0.4985651445328865,0.47357972126643066,0.6051948051948052,0.3919354838709677,0.3819672131147541,0.6151898734177215,0.4683417085427136,0.47881773399014776,0.47357972126643066,0.4985651445328865,0.4985785432662378,[10],[17],['LP'],['RW'],36
0,SVM,0.5225118483412322,0.5342417367831606,0.5342171717171718,0.5225111780271923,0.6138888888888889,0.45454545454545453,0.4556701030927835,0.6128133704735376,0.5230769230769231,0.5219454329774614,0.5225111780271923,0.5342171717171718,0.5342417367831606,[10],[18],['LP'],['RW'],36
1,RandomForest,0.49170616113744076,0.5472737040021488,0.5333333333333333,0.4694134145751728,0.8166666666666667,0.25,0.4474885844748858,0.6470588235294118,0.5781710914454277,0.36065573770491804,0.4694134145751728,0.5333333333333333,0.5472737040021488,[10],[18],['LP'],['RW'],36
2,KNN,0.5367298578199052,0.5772642003460184,0.5668962350780533,0.5297259475551034,0.7722222222222223,0.3615702479338843,0.4735945485519591,0.6809338521400778,0.587117212249208,0.4723346828609987,0.5297259475551034,0.5668962350780533,0.5772642003460184,[10],[18],['LP'],['RW'],36
3,DecisionTree,0.5521327014218009,0.5251241721854305,0.5209022038567493,0.5112867647058823,0.30833333333333335,0.7334710743801653,0.4625,0.5877483443708609,0.37,0.6525735294117646,0.5112867647058823,0.5209022038567493,0.5251241721854305,[10],[18],['LP'],['RW'],36
4,MLP,0.5165876777251185,0.5237641939212621,0.5240702479338842,0.5162589976568163,0.575,0.4731404958677686,0.44805194805194803,0.599476439790576,0.5036496350364963,0.5288683602771362,0.5162589976568163,0.5240702479338842,0.5237641939212621,[10],[18],['LP'],['RW'],36
0,SVM,0.5434583714547118,0.5483675766957501,0.5402876854549716,0.521918786842855,0.7441441441441441,0.33643122676579923,0.5363636363636364,0.5603715170278638,0.6233962264150943,0.42044134727061555,0.521918786842855,0.5402876854549716,0.5483675766957501,[10],[19],['LP'],['RW'],36
1,RandomForest,0.5077767612076852,0.5040904716073147,0.5007686124786497,0.37685026620095635,0.9513513513513514,0.05018587360594796,0.5081809432146295,0.5,0.6624843161856965,0.09121621621621621,0.37685026620095635,0.5007686124786497,0.5040904716073147,[10],[19],['LP'],['RW'],36
2,KNN,0.555352241537054,0.5732115260940095,0.5510884490438394,0.5167271972983203,0.8252252252252252,0.27695167286245354,0.5407319952774499,0.6056910569105691,0.6533523537803139,0.3801020408163266,0.5167271972983203,0.5510884490438394,0.5732115260940095,[10],[19],['LP'],['RW'],36
3,DecisionTree,0.5114364135407137,0.5117288337881603,0.5117167353226832,0.5113869243751508,0.4936936936936937,0.5297397769516728,0.5199240986717267,0.5035335689045937,0.5064695009242145,0.5163043478260869,0.5113869243751508,0.5117167353226832,0.5117288337881603,[10],[19],['LP'],['RW'],36
4,MLP,0.5288197621225984,0.5284499563083955,0.5283499112495395,0.5281229959300351,0.5585585585585585,0.49814126394052044,0.5344827586206896,0.5224171539961013,0.5462555066079294,0.5099904852521409,0.5281229959300351,0.5283499112495395,0.5284499563083955,[10],[19],['LP'],['RW'],36
0,SVM,0.5572979493365501,0.5706214689265536,0.5713865793230872,0.5571716554228616,0.6530612244897959,0.4897119341563786,0.4745762711864407,0.6666666666666666,0.5496932515337423,0.564650059311981,0.5571716554228616,0.5713865793230872,0.5706214689265536,[10],[20],['LP'],['RW'],36
1,RandomForest,0.5741857659831122,0.6088170495644644,0.6025177266673866,0.5726311116173852,0.7667638483965015,0.4382716049382716,0.4906716417910448,0.726962457337884,0.5984072810011377,0.5468549422336328,0.5726311116173852,0.6025177266673866,0.6088170495644644,[10],[20],['LP'],['RW'],36
2,KNN,0.5524728588661038,0.6063673647101785,0.5908619179594237,0.545864766013871,0.8134110787172012,0.3683127572016461,0.4761092150170648,0.7366255144032922,0.6006458557588805,0.49108367626886146,0.545864766013871,0.5908619179594237,0.6063673647101785,[10],[20],['LP'],['RW'],36
3,DecisionTree,0.5790108564535585,0.5534063712139968,0.5465842421624735,0.5425646458018767,0.358600583090379,0.7345679012345679,0.4880952380952381,0.6187175043327556,0.41344537815126053,0.6716839134524929,0.5425646458018767,0.5465842421624735,0.5534063712139968,[10],[20],['LP'],['RW'],36
4,MLP,0.5633293124246079,0.5922249715692522,0.5885403544133703,0.5624577180581799,0.7346938775510204,0.44238683127572015,0.4818355640535373,0.7026143790849673,0.581986143187067,0.5429292929292928,0.5624577180581799,0.5885403544133703,0.5922249715692522,[10],[20],['LP'],['RW'],36
0,SVM,0.5077777777777778,0.4890140674865835,0.49,0.48405113678274114,0.65,0.33,0.5480607082630692,0.42996742671009774,0.5946935041171089,0.3734087694483734,0.48405113678274114,0.49,0.4890140674865835,[10],[24],['LP'],['RW'],36
1,RandomForest,0.5844444444444444,0.5748106060606061,0.55925,0.5466056034482758,0.786,0.3325,0.5954545454545455,0.5541666666666667,0.6775862068965517,0.415625,0.5466056034482758,0.55925,0.5748106060606061,[10],[24],['LP'],['RW'],36
2,KNN,0.51,0.47010654880105907,0.479,0.44920822815463246,0.758,0.2,0.542203147353362,0.39800995024875624,0.6321934945788157,0.2662229617304493,0.44920822815463246,0.479,0.47010654880105907,[10],[24],['LP'],['RW'],36
3,DecisionTree,0.5255555555555556,0.5703667580889044,0.55375,0.5073525358589155,0.3,0.8075,0.6607929515418502,0.4799405646359584,0.4126547455295736,0.6020503261882573,0.5073525358589155,0.55375,0.5703667580889044,[10],[24],['LP'],['RW'],36
4,MLP,0.5155555555555555,0.4989162476157447,0.499,0.49442371518687256,0.648,0.35,0.5547945205479452,0.4430379746835443,0.5977859778597786,0.39106145251396646,0.49442371518687256,0.499,0.4989162476157447,[10],[24],['LP'],['RW'],36
0,SVM,0.41185897435897434,0.42910758965804835,0.35119304919166594,0.33592959359730906,0.4349442379182156,0.26744186046511625,0.7878787878787878,0.07033639143730887,0.5604790419161677,0.11138014527845037,0.33592959359730906,0.35119304919166594,0.42910758965804835,[10],[3],['LP'],['RP'],36
1,RandomForest,0.5641025641025641,0.4639819245082403,0.42971384109968014,0.42126870251912873,0.6152416356877324,0.2441860465116279,0.8358585858585859,0.09210526315789473,0.708779443254818,0.13375796178343946,0.42126870251912873,0.42971384109968014,0.4639819245082403,[10],[3],['LP'],['RP'],36
2,KNN,0.6185897435897436,0.4756944444444444,0.4564277686522002,0.44926203367203144,0.6802973977695167,0.23255813953488372,0.8472222222222222,0.10416666666666667,0.7546391752577319,0.14388489208633096,0.44926203367203144,0.4564277686522002,0.4756944444444444,[10],[3],['LP'],['RP'],36
3,DecisionTree,0.34935897435897434,0.46634615384615385,0.43706233249762255,0.32349956741399016,0.3159851301115242,0.5581395348837209,0.8173076923076923,0.11538461538461539,0.45576407506702415,0.19123505976095617,0.32349956741399016,0.43706233249762255,0.46634615384615385,[10],[3],['LP'],['RP'],36
4,MLP,0.5480769230769231,0.48736263736263735,0.4741506008472378,0.43616625866731606,0.5762081784386617,0.37209302325581395,0.8516483516483516,0.12307692307692308,0.6873614190687362,0.18497109826589594,0.43616625866731606,0.4741506008472378,0.48736263736263735,[10],[3],['LP'],['RP'],36
0,SVM,0.5095338983050848,0.501091139320081,0.5050561797752808,0.38336952089920107,0.5101123595505618,0.5,0.9438669438669439,0.058315334773218146,0.662290299051787,0.10444874274661509,0.38336952089920107,0.5050561797752808,0.501091139320081,[10],[7],['LP'],['RP'],36
1,RandomForest,0.6588983050847458,0.4949820267209674,0.47990012484394506,0.437795928030303,0.6820224719101123,0.2777777777777778,0.9396284829721362,0.050335570469798654,0.7903645833333333,0.08522727272727272,0.437795928030303,0.47990012484394506,0.4949820267209674,[10],[7],['LP'],['RP'],36
2,KNN,0.638771186440678,0.4750804730731672,0.39964627548897214,0.4084984794612423,0.6696629213483146,0.12962962962962962,0.926905132192846,0.023255813953488372,0.7775603392041748,0.039436619718309855,0.4084984794612423,0.39964627548897214,0.4750804730731672,[10],[7],['LP'],['RP'],36
3,DecisionTree,0.7309322033898306,0.5002095299134764,0.5007074490220558,0.46744847192608385,0.7606741573033707,0.24074074074074073,0.9428969359331476,0.05752212389380531,0.8420398009950248,0.09285714285714286,0.46744847192608385,0.5007074490220558,0.5002095299134764,[10],[7],['LP'],['RP'],36
4,MLP,0.5794491525423728,0.47590835597407344,0.3942779858510196,0.3890385991682521,0.6033707865168539,0.18518518518518517,0.9242685025817556,0.027548209366391185,0.7301155676410606,0.047961630695443645,0.3890385991682521,0.3942779858510196,0.47590835597407344,[10],[7],['LP'],['RP'],36
0,SVM,0.5946242457487658,0.5015735663217677,0.5018090097037465,0.4991298328111586,0.6871345029239766,0.31648351648351647,0.7513988808952837,0.2517482517482518,0.7178312332951506,0.2804284323271665,0.4991298328111586,0.5018090097037465,0.5015735663217677,[10],[8],['LP'],['RP'],36
1,RandomForest,0.7218869994514536,0.5140294527604388,0.5044630807788703,0.47360300713339887,0.9385964912280702,0.07032967032967033,0.7521968365553603,0.27586206896551724,0.8351219512195123,0.11208406304728548,0.47360300713339887,0.5044630807788703,0.5140294527604388,[10],[8],['LP'],['RP'],36
2,KNN,0.6434448710916072,0.49820277080360525,0.4984014523488208,0.497272002172216,0.7880116959064327,0.2087912087912088,0.7496522948539638,0.24675324675324675,0.7683535281539557,0.22619047619047622,0.497272002172216,0.4984014523488208,0.49820277080360525,[10],[8],['LP'],['RP'],36
3,DecisionTree,0.5309928688974218,0.4941925683570928,0.49241452991452994,0.47611931720213807,0.5694444444444444,0.4153846153846154,0.7454545454545455,0.24293059125964012,0.6456692913385828,0.30656934306569344,0.47611931720213807,0.49241452991452994,0.4941925683570928,[10],[8],['LP'],['RP'],36
4,MLP,0.6286341195831048,0.4933761480839223,0.49366685945633315,0.49335437906538065,0.7631578947368421,0.22417582417582418,0.7473156764495347,0.23943661971830985,0.7551537070524412,0.23155505107832008,0.49335437906538065,0.49366685945633315,0.4933761480839223,[10],[8],['LP'],['RP'],36
0,SVM,0.5200372786579683,0.5033024222610618,0.5032391497176274,0.5029404674524703,0.6080321285140562,0.39844617092119866,0.5827559661277906,0.42384887839433294,0.595125786163522,0.4107551487414187,0.5029404674524703,0.5032391497176274,0.5033024222610618,[10],[9],['LP'],['RP'],36
1,RandomForest,0.47996272134203166,0.4207404080363467,0.4386478210288434,0.4172479743046938,0.6963855421686747,0.18091009988901222,0.5401869158878505,0.30129390018484287,0.608421052631579,0.22607489597780858,0.4172479743046938,0.4386478210288434,0.4207404080363467,[10],[9],['LP'],['RP'],36
2,KNN,0.5349487418452936,0.49167971405312494,0.4937040058123727,0.475589809286509,0.751004016064257,0.23640399556048836,0.5760936537276649,0.4072657743785851,0.6520223152022315,0.2991573033707865,0.475589809286509,0.4937040058123727,0.49167971405312494,[10],[9],['LP'],['RP'],36
3,DecisionTree,0.451071761416589,0.48170941364539,0.4845878519627901,0.44142638459743616,0.2755020080321285,0.6936736958934517,0.5541195476575121,0.40929927963326784,0.3680257510729613,0.514827018121911,0.44142638459743616,0.4845878519627901,0.48170941364539,[10],[9],['LP'],['RP'],36
4,MLP,0.5237651444547996,0.48077616196630113,0.484832114250565,0.46920937508773053,0.727710843373494,0.24195338512763595,0.5701699181875394,0.39138240574506283,0.639378969654199,0.299039780521262,0.46920937508773053,0.484832114250565,0.48077616196630113,[10],[9],['LP'],['RP'],36
0,SVM,0.4582172701949861,0.47362278244631184,0.46001462591854303,0.4169583941316332,0.45694200351493847,0.46308724832214765,0.7647058823529411,0.18253968253968253,0.572057205720572,0.2618595825426945,0.4169583941316332,0.46001462591854303,0.47362278244631184,[10],[10],['LP'],['RP'],36
1,RandomForest,0.4832869080779944,0.45603011143107547,0.43372335782781524,0.4164455884769155,0.5184534270650264,0.348993288590604,0.7525510204081632,0.15950920245398773,0.6139438085327783,0.2189473684210526,0.4164455884769155,0.43372335782781524,0.45603011143107547,[10],[10],['LP'],['RP'],36
2,KNN,0.5027855153203342,0.46216002530044276,0.44354867246199026,0.42840896167405895,0.5448154657293497,0.3422818791946309,0.7598039215686274,0.16451612903225807,0.6345957011258956,0.22222222222222227,0.42840896167405895,0.44354867246199026,0.46216002530044276,[10],[10],['LP'],['RP'],36
3,DecisionTree,0.38440111420612816,0.4816793424388361,0.4753659428409667,0.37501280081925237,0.31985940246045697,0.6308724832214765,0.7679324894514767,0.19542619542619544,0.4516129032258064,0.2984126984126984,0.37501280081925237,0.4753659428409667,0.4816793424388361,[10],[10],['LP'],['RP'],36
4,MLP,0.5222841225626741,0.4445854063018242,0.4211733761102134,0.4204267596717523,0.5940246045694201,0.2483221476510067,0.7511111111111111,0.13805970149253732,0.6633954857703631,0.17745803357314152,0.4204267596717523,0.4211733761102134,0.4445854063018242,[10],[10],['LP'],['RP'],36
0,SVM,0.5191358024691358,0.4863860243189164,0.4760865157147685,0.4381648802965041,0.5412639405204461,0.4109090909090909,0.8179775280898877,0.1547945205479452,0.6514541387024608,0.2248756218905473,0.4381648802965041,0.4760865157147685,0.4863860243189164,[10],[12],['LP'],['RP'],36
1,RandomForest,0.6685185185185185,0.5242461849604707,0.534227779655289,0.5200593181393126,0.737546468401487,0.33090909090909093,0.8435374149659864,0.20495495495495494,0.7869892899642998,0.25312934631432543,0.5200593181393126,0.534227779655289,0.5242461849604707,[10],[12],['LP'],['RP'],36
2,KNN,0.578395061728395,0.48779825571828206,0.479952686718486,0.46141283845451786,0.6289962825278811,0.33090909090909093,0.8213592233009709,0.15423728813559323,0.7124210526315791,0.21040462427745668,0.46141283845451786,0.479952686718486,0.48779825571828206,[10],[12],['LP'],['RP'],36
3,DecisionTree,0.45555555555555555,0.4950324034198713,0.49131463332206826,0.4126178390137781,0.43717472118959105,0.5454545454545454,0.8246844319775596,0.16538037486218302,0.5714285714285714,0.25380710659898476,0.4126178390137781,0.49131463332206826,0.4950324034198713,[10],[12],['LP'],['RP'],36
4,MLP,0.524074074074074,0.49960919540229887,0.4993105778979385,0.44986180697021416,0.5368029739776952,0.4618181818181818,0.8298850574712644,0.16933333333333334,0.6519187358916478,0.24780487804878049,0.44986180697021416,0.4993105778979385,0.49960919540229887,[10],[12],['LP'],['RP'],36
0,SVM,0.5483870967741935,0.514138315672058,0.619720180642876,0.39275407925407924,0.5437881873727087,0.6956521739130435,0.9828220858895705,0.045454545454545456,0.7001748251748251,0.08533333333333333,0.39275407925407924,0.619720180642876,0.514138315672058,[10],[14],['LP'],['RP'],36
1,RandomForest,0.7472021066491112,0.5018814136388163,0.5116296230703385,0.45640796242451354,0.7623896809232859,0.2608695652173913,0.9706136560069144,0.03314917127071823,0.8539923954372624,0.05882352941176471,0.45640796242451354,0.5116296230703385,0.5018814136388163,[10],[14],['LP'],['RP'],36
2,KNN,0.6622778143515471,0.5163926701772067,0.6257932642639984,0.44381491973559967,0.6646300067888663,0.5869565217391305,0.9809619238476954,0.05182341650671785,0.7923917442331041,0.09523809523809525,0.44381491973559967,0.6257932642639984,0.5163926701772067,[10],[14],['LP'],['RP'],36
3,DecisionTree,0.31928900592495063,0.510566413611156,0.5753047610614245,0.26663995906078874,0.3027834351663272,0.8478260869565217,0.9845474613686535,0.036585365853658534,0.46313603322949115,0.07014388489208633,0.26663995906078874,0.5753047610614245,0.510566413611156,[10],[14],['LP'],['RP'],36
4,MLP,0.5246872942725477,0.5126357422891441,0.6075002213760736,0.38041051437455653,0.5193482688391039,0.6956521739130435,0.982028241335045,0.043243243243243246,0.6793960923623447,0.08142493638676845,0.38041051437455653,0.6075002213760736,0.5126357422891441,[10],[14],['LP'],['RP'],36
0,SVM,0.7137970353477765,0.61543622747067,0.6317454151985129,0.62097583737536,0.7822878228782287,0.48120300751879697,0.8366219415943172,0.3942505133470226,0.8085430968726162,0.4334085778781038,0.62097583737536,0.6317454151985129,0.61543622747067,[10],[15],['LP'],['RP'],36
