,Classifier,Accuracy,Precision,Recall,F1,Class0 Recall,Class1 Recall,Class0 Precision,Class1 Precision,Class0 F1,Class1 F1,Macro F1,Macro Recall,Macro Precision,TrainParticipants,FinetunedParticipants,TrainConditions,TestConditions,Experiment,RandomState
0,MLP,0.5291479820627802,0.5291686922702965,0.528957528957529,0.5281992383485463,0.5714285714285714,0.4864864864864865,0.5289256198347108,0.5294117647058824,0.5493562231759657,0.5070422535211269,0.5281992383485463,0.528957528957529,0.5291686922702965,"[2, 5, 6, 9, 10, 11, 16, 17, 18, 19, 20, 24]","[13, 15]",RW,RW,5,42
0,MLP,0.6116838487972509,0.6152406417112299,0.6119744922059518,0.6090244337435349,0.5273972602739726,0.696551724137931,0.6363636363636364,0.5941176470588235,0.5767790262172285,0.6412698412698413,0.6090244337435349,0.6119744922059518,0.6152406417112299,"[5, 6, 10, 11, 13, 15, 16, 17, 18, 19, 20, 24]","[2, 9]",RW,RW,5,42
0,MLP,0.5523809523809524,0.5530741659773918,0.5523809523809524,0.550914550914551,0.6095238095238096,0.49523809523809526,0.5470085470085471,0.5591397849462365,0.5765765765765767,0.5252525252525252,0.550914550914551,0.5523809523809524,0.5530741659773918,"[2, 5, 6, 9, 10, 11, 13, 15, 16, 18, 19, 20]","[24, 17]",RW,RW,5,42
0,MLP,0.5263157894736842,0.5263391136801541,0.5262058124376965,0.5256610836492778,0.5617283950617284,0.4906832298136646,0.5260115606936416,0.5266666666666666,0.5432835820895523,0.5080385852090032,0.5256610836492778,0.5262058124376965,0.5263391136801541,"[2, 5, 6, 9, 10, 11, 15, 16, 17, 19, 20, 24]","[18, 13]",RW,RW,5,42
0,MLP,0.6027397260273972,0.6103174603174604,0.6043543543543544,0.5979107312440646,0.4864864864864865,0.7222222222222222,0.6428571428571429,0.5777777777777777,0.5538461538461539,0.6419753086419753,0.5979107312440646,0.6043543543543544,0.6103174603174604,"[3, 6, 9, 14, 16, 18, 19]",[24],FP,FP,2,42
0,MLP,0.6266666666666667,0.6293988269794721,0.6255334281650071,0.6233859397417503,0.7105263157894737,0.5405405405405406,0.6136363636363636,0.6451612903225806,0.6585365853658537,0.588235294117647,0.6233859397417503,0.6255334281650071,0.6293988269794721,"[3, 6, 9, 14, 18, 19, 24]",[16],FP,FP,2,42
0,MLP,0.5957446808510638,0.6028225806451613,0.592391304347826,0.5836829836829838,0.75,0.43478260869565216,0.5806451612903226,0.625,0.6545454545454547,0.5128205128205128,0.5836829836829838,0.592391304347826,0.6028225806451613,"[3, 6, 9, 14, 16, 19, 24]",[18],FP,FP,2,42
0,MLP,0.5520833333333334,0.5549702244617498,0.5520833333333333,0.5461242440901595,0.6666666666666666,0.4375,0.5423728813559322,0.5675675675675675,0.5981308411214954,0.4941176470588235,0.5461242440901595,0.5520833333333333,0.5549702244617498,"[3, 6, 9, 16, 18, 19, 24]",[14],FP,FP,2,42
0,MLP,0.52,0.5201288244766505,0.52,0.5192307692307692,0.48,0.56,0.5217391304347826,0.5185185185185185,0.4999999999999999,0.5384615384615384,0.5192307692307692,0.52,0.5201288244766505,"[3, 6, 9, 14, 16, 18, 24]",[19],FP,FP,2,42
0,MLP,0.5660377358490566,0.5752293577981651,0.564873417721519,0.5500184569952012,0.75,0.379746835443038,0.5504587155963303,0.6,0.634920634920635,0.46511627906976744,0.5500184569952012,0.564873417721519,0.5752293577981651,"[2, 3, 5, 10, 11, 13, 16, 17, 18, 23]","[21, 15]",LP,LP,4,42
0,MLP,0.5660377358490566,0.5752293577981651,0.564873417721519,0.5500184569952012,0.75,0.379746835443038,0.5504587155963303,0.6,0.634920634920635,0.46511627906976744,0.5500184569952012,0.564873417721519,0.5752293577981651,"[2, 3, 5, 10, 13, 16, 17, 18, 21, 23]","[11, 15]",LP,LP,4,42
0,MLP,0.5769230769230769,0.5787878787878789,0.5769230769230769,0.5744047619047619,0.6538461538461539,0.5,0.5666666666666667,0.5909090909090909,0.6071428571428571,0.5416666666666667,0.5744047619047619,0.5769230769230769,0.5787878787878789,"[2, 3, 5, 10, 11, 13, 15, 16, 17, 21]","[18, 23]",LP,LP,4,42
0,MLP,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,"[2, 5, 10, 11, 13, 15, 17, 18, 21, 23]","[16, 3]",LP,LP,4,42
0,MLP,0.5338983050847458,0.5341435185185186,0.5338983050847458,0.5330599323692352,0.576271186440678,0.4915254237288136,0.53125,0.5370370370370371,0.5528455284552846,0.5132743362831859,0.5330599323692352,0.5338983050847458,0.5341435185185186,"[3, 5, 10, 13, 15, 16, 17, 18, 21, 23]","[2, 11]",LP,LP,4,42
0,MLP,0.6286407766990292,0.6299916656744851,0.6286407766990292,0.6276734611908826,0.6796116504854369,0.5776699029126213,0.6167400881057269,0.6432432432432432,0.6466512702078523,0.608695652173913,0.6276734611908826,0.6286407766990292,0.6299916656744851,"[3, 7, 8, 9, 10, 12, 14, 17, 20, 21, 24]","[23, 15]",RP,RP,6,42
0,MLP,0.5496688741721855,0.5513649425287357,0.5501754385964912,0.5472663139329805,0.47368421052631576,0.6266666666666667,0.5625,0.5402298850574713,0.5142857142857142,0.5802469135802469,0.5472663139329805,0.5501754385964912,0.5513649425287357,"[3, 7, 8, 9, 10, 12, 14, 15, 17, 21, 24]","[20, 23]",RP,RP,6,42
0,MLP,0.5496688741721855,0.5513649425287357,0.5501754385964912,0.5472663139329805,0.47368421052631576,0.6266666666666667,0.5625,0.5402298850574713,0.5142857142857142,0.5802469135802469,0.5472663139329805,0.5501754385964912,0.5513649425287357,"[3, 7, 8, 9, 10, 12, 14, 15, 20, 23, 24]","[21, 17]",RP,RP,6,42
0,MLP,0.535796766743649,0.5358365425759521,0.5357356204130398,0.535439963703328,0.5622119815668203,0.5092592592592593,0.5350877192982456,0.5365853658536586,0.548314606741573,0.5225653206650831,0.535439963703328,0.5357356204130398,0.5358365425759521,"[3, 7, 8, 9, 10, 14, 15, 20, 21, 23, 24]","[17, 12]",RP,RP,6,42
0,MLP,0.5395061728395062,0.5395759026725948,0.5395061728395061,0.5393032443798593,0.5604938271604938,0.5185185185185185,0.5379146919431279,0.5412371134020618,0.5489721886336154,0.5296343001261034,0.5393032443798593,0.5395061728395061,0.5395759026725948,"[3, 7, 8, 9, 12, 14, 15, 17, 20, 21, 23]","[10, 24]",RP,RP,6,42
0,RandomForest,0.5851851851851851,0.5860838537020517,0.5847234416154521,0.5833333333333334,0.6470588235294118,0.5223880597014925,0.5789473684210527,0.5932203389830508,0.6111111111111113,0.5555555555555555,0.5833333333333334,0.5847234416154521,0.5860838537020517,"[3, 7, 8, 9, 10, 12, 14, 15, 17, 23, 24]","[20, 21]",RP,RP,6,42
0,RandomForest,0.5469135802469136,0.5552103662036505,0.5469135802469136,0.529227129262603,0.7407407407407407,0.3530864197530864,0.5338078291814946,0.5766129032258065,0.6204756980351601,0.4379785604900459,0.529227129262603,0.5469135802469136,0.5552103662036505,"[3, 7, 9, 10, 12, 14, 15, 17, 20, 21, 23]","[8, 24]",RP,RP,6,42
0,RandomForest,0.5837837837837838,0.5838008415147266,0.5838008415147266,0.5837837837837838,0.5806451612903226,0.5869565217391305,0.5869565217391305,0.5806451612903226,0.5837837837837838,0.5837837837837838,0.5837837837837838,0.5838008415147266,0.5838008415147266,"[3, 7, 8, 9, 10, 12, 17, 20, 21, 23, 24]","[15, 14]",RP,RP,6,42
0,RandomForest,0.5074074074074074,0.5096428571428571,0.5074074074074074,0.4771022934109938,0.26666666666666666,0.7481481481481481,0.5142857142857142,0.505,0.35121951219512193,0.6029850746268657,0.4771022934109938,0.5074074074074074,0.5096428571428571,"[3, 7, 8, 9, 10, 12, 14, 17, 20, 21, 24]","[15, 23]",RP,RP,6,42
0,RandomForest,0.5753086419753086,0.5773631700580576,0.5753086419753086,0.5724701723376049,0.6567901234567901,0.49382716049382713,0.564755838641189,0.5899705014749262,0.6073059360730594,0.5376344086021505,0.5724701723376049,0.5753086419753086,0.5773631700580576,"[3, 7, 8, 9, 12, 14, 15, 17, 20, 21, 23]","[10, 24]",RP,RP,6,42
0,RandomForest,0.5319587628865979,0.5405345069524174,0.53242016120804,0.5075393293105684,0.30864197530864196,0.756198347107438,0.5597014925373134,0.5213675213675214,0.39787798408488056,0.6172006745362564,0.5075393293105684,0.53242016120804,0.5405345069524174,"[2, 5, 6, 10, 11, 13, 15, 16, 18, 19, 20, 24]","[17, 9]",RW,RW,5,42
0,RandomForest,0.5660377358490566,0.5700220831799779,0.5663469921534438,0.5604038946988821,0.45161290322580644,0.6810810810810811,0.5874125874125874,0.5526315789473685,0.5106382978723404,0.6101694915254238,0.5604038946988821,0.5663469921534438,0.5700220831799779,"[2, 5, 6, 9, 10, 11, 13, 16, 17, 18, 20, 24]","[19, 15]",RW,RW,5,42
0,RandomForest,0.4962825278810409,0.4959691920402781,0.4962825278810409,0.4862993668499994,0.6356877323420075,0.35687732342007433,0.49709302325581395,0.4948453608247423,0.5579119086460033,0.4146868250539956,0.4862993668499994,0.4962825278810409,0.4959691920402781,"[2, 5, 6, 9, 10, 15, 16, 17, 18, 19, 20, 24]","[11, 13]",RW,RW,5,42
0,RandomForest,0.5314285714285715,0.5325157933853586,0.5314285714285715,0.5274786789159999,0.44,0.6228571428571429,0.5384615384615384,0.5265700483091788,0.4842767295597484,0.5706806282722513,0.5274786789159999,0.5314285714285715,0.5325157933853586,"[2, 5, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20]","[24, 6]",RW,RW,5,42
0,RandomForest,0.42207792207792205,0.42206477732793524,0.42207792207792205,0.42205355260383726,0.4155844155844156,0.42857142857142855,0.42105263157894735,0.4230769230769231,0.41830065359477125,0.4258064516129032,0.42205355260383726,0.42207792207792205,0.42206477732793524,"[2, 5, 6, 9, 10, 11, 13, 15, 16, 17, 19, 24]","[18, 20]",RW,RW,5,42
0,RandomForest,0.5263157894736842,0.5415282392026578,0.5307881773399015,0.49590566655748447,0.27586206896551724,0.7857142857142857,0.5714285714285714,0.5116279069767442,0.37209302325581395,0.619718309859155,0.49590566655748447,0.5307881773399015,0.5415282392026578,"[3, 6, 9, 14, 16, 19, 24]",[18],FP,FP,2,42
0,RandomForest,0.4777777777777778,0.3691860465116279,0.4777777777777778,0.3410188502882069,0.9333333333333333,0.022222222222222223,0.4883720930232558,0.25,0.6412213740458015,0.04081632653061225,0.3410188502882069,0.4777777777777778,0.3691860465116279,"[3, 6, 9, 14, 18, 19, 24]",[16],FP,FP,2,42
0,RandomForest,0.5333333333333333,0.5334281650071124,0.5334281650071124,0.5333333333333333,0.5263157894736842,0.5405405405405406,0.5405405405405406,0.5263157894736842,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5334281650071124,0.5334281650071124,"[3, 6, 9, 14, 16, 18, 24]",[19],FP,FP,2,42
0,RandomForest,0.48695652173913045,0.45590614886731395,0.4835148215366001,0.3892339544513458,0.8793103448275862,0.08771929824561403,0.49514563106796117,0.4166666666666667,0.6335403726708075,0.14492753623188404,0.3892339544513458,0.4835148215366001,0.45590614886731395,"[3, 6, 9, 16, 18, 19, 24]",[14],FP,FP,2,42
0,RandomForest,0.5263157894736842,0.5415282392026578,0.5307881773399015,0.49590566655748447,0.27586206896551724,0.7857142857142857,0.5714285714285714,0.5116279069767442,0.37209302325581395,0.619718309859155,0.49590566655748447,0.5307881773399015,0.5415282392026578,"[3, 6, 9, 14, 16, 19, 24]",[18],FP,FP,2,42
0,RandomForest,0.42528735632183906,0.41676267281105994,0.4236257928118393,0.41216216216216217,0.5681818181818182,0.27906976744186046,0.44642857142857145,0.3870967741935484,0.5,0.32432432432432434,0.41216216216216217,0.4236257928118393,0.41676267281105994,"[3, 6, 9, 14, 16, 18, 19]",[24],FP,FP,2,42
0,RandomForest,0.49122807017543857,0.4941860465116279,0.4956896551724138,0.45856534556174255,0.2413793103448276,0.75,0.5,0.4883720930232558,0.32558139534883723,0.5915492957746479,0.45856534556174255,0.4956896551724138,0.4941860465116279,"[2, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 23]","[5, 21]",FW,FW,1,42
0,RandomForest,0.4794520547945205,0.3713768115942029,0.4733483483483484,0.3457547169811321,0.918918918918919,0.027777777777777776,0.4927536231884058,0.25,0.6415094339622641,0.049999999999999996,0.3457547169811321,0.4733483483483484,0.3713768115942029,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 20, 21, 23]","[18, 19]",FW,FW,1,42
0,RandomForest,0.5070422535211268,0.2535211267605634,0.5,0.3364485981308411,1.0,0.0,0.5070422535211268,0.0,0.6728971962616822,0.0,0.3364485981308411,0.5,0.2535211267605634,"[2, 5, 7, 8, 11, 13, 14, 15, 18, 19, 20, 21]","[9, 23]",FW,FW,1,42
0,RandomForest,0.5178571428571429,0.7545454545454545,0.5178571428571429,0.3718321562110511,1.0,0.03571428571428571,0.509090909090909,1.0,0.6746987951807228,0.0689655172413793,0.3718321562110511,0.5178571428571429,0.7545454545454545,"[2, 5, 7, 8, 9, 14, 15, 18, 19, 20, 21, 23]","[11, 13]",FW,FW,1,42
0,RandomForest,0.5217391304347826,0.5298701298701298,0.5217391304347826,0.486815415821501,0.782608695652174,0.2608695652173913,0.5142857142857142,0.5454545454545454,0.6206896551724138,0.3529411764705882,0.486815415821501,0.5217391304347826,0.5298701298701298,"[5, 7, 8, 9, 11, 13, 15, 18, 19, 20, 21, 23]","[2, 14]",FW,FW,1,42
0,RandomForest,0.48148148148148145,0.45471014492753625,0.4771341463414634,0.40524475524475523,0.8292682926829268,0.125,0.4927536231884058,0.4166666666666667,0.6181818181818182,0.1923076923076923,0.40524475524475523,0.4771341463414634,0.45471014492753625,"[3, 5, 6, 7, 8, 10, 20, 24, 25]","[12, 23]",LW,LW,3,42
0,RandomForest,0.49572649572649574,0.4935897435897436,0.49430157802454705,0.48054782150650915,0.6610169491525424,0.3275862068965517,0.5,0.48717948717948717,0.5693430656934306,0.3917525773195877,0.48054782150650915,0.49430157802454705,0.4935897435897436,"[3, 5, 6, 7, 8, 10, 12, 23, 24]","[25, 20]",LW,LW,3,42
0,RandomForest,0.45698924731182794,0.43385490753911804,0.45698924731182794,0.40496024832916283,0.7526881720430108,0.16129032258064516,0.47297297297297297,0.39473684210526316,0.5809128630705394,0.22900763358778628,0.40496024832916283,0.45698924731182794,0.43385490753911804,"[3, 5, 6, 8, 12, 20, 23, 24, 25]","[7, 10]",LW,LW,3,42
0,RandomForest,0.4955357142857143,0.49553535836721674,0.4955357142857143,0.4955256601893373,0.5,0.49107142857142855,0.49557522123893805,0.4954954954954955,0.49777777777777776,0.49327354260089684,0.4955256601893373,0.4955357142857143,0.49553535836721674,"[2, 3, 5, 10, 11, 13, 15, 17, 21, 23]","[16, 18]",LP,LP,4,42
0,RandomForest,0.48322147651006714,0.48324324324324325,0.48324324324324325,0.48322147651006714,0.48,0.4864864864864865,0.4864864864864865,0.48,0.48322147651006714,0.48322147651006714,0.48322147651006714,0.48324324324324325,0.48324324324324325,"[6, 7, 8, 10, 12, 20, 23, 24, 25]","[5, 3]",LW,LW,3,42
0,RandomForest,0.5047619047619047,0.5063093378199736,0.5047619047619047,0.472412793506619,0.7523809523809524,0.2571428571428571,0.5031847133757962,0.5094339622641509,0.6030534351145038,0.34177215189873417,0.472412793506619,0.5047619047619047,0.5063093378199736,"[2, 3, 5, 10, 11, 13, 16, 18, 21, 23]","[15, 17]",LP,LP,4,42
0,RandomForest,0.4530386740331492,0.45269607843137255,0.45286935286935287,0.45243697478991596,0.4835164835164835,0.4222222222222222,0.4583333333333333,0.4470588235294118,0.47058823529411764,0.43428571428571433,0.45243697478991596,0.45286935286935287,0.45269607843137255,"[3, 5, 7, 8, 10, 12, 20, 23, 25]","[24, 6]",LW,LW,3,42
0,RandomForest,0.423728813559322,0.42293178519593616,0.423728813559322,0.4222350230414747,0.4745762711864407,0.3728813559322034,0.4307692307692308,0.41509433962264153,0.4516129032258065,0.3928571428571429,0.4222350230414747,0.423728813559322,0.42293178519593616,"[2, 3, 10, 13, 15, 16, 17, 18, 21, 23]","[5, 11]",LP,LP,4,42
0,RandomForest,0.4583333333333333,0.45688416211555044,0.45833333333333337,0.453743259331886,0.55,0.36666666666666664,0.4647887323943662,0.4489795918367347,0.5038167938931297,0.4036697247706422,0.453743259331886,0.45833333333333337,0.45688416211555044,"[2, 3, 5, 11, 13, 15, 16, 17, 18, 23]","[21, 10]",LP,LP,4,42
0,RandomForest,0.48148148148148145,0.4805194805194805,0.48148148148148145,0.475,0.37037037037037035,0.5925925925925926,0.47619047619047616,0.48484848484848486,0.4166666666666667,0.5333333333333333,0.475,0.48148148148148145,0.4805194805194805,"[2, 3, 10, 11, 13, 15, 16, 17, 21, 23]","[18, 5]",LP,LP,4,42
0,MLP,0.5113636363636364,0.5115552961774147,0.5113636363636364,0.509329030213091,0.5757575757575758,0.44696969696969696,0.5100671140939598,0.5130434782608696,0.5409252669039146,0.4777327935222673,0.509329030213091,0.5113636363636364,0.5115552961774147,"[2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]","[23, 11]","FW, LW, RW","FW, LW, RW",7,42
0,MLP,0.5919282511210763,0.5923728813559321,0.5920608108108107,0.5916326243132835,0.5625,0.6216216216216216,0.6,0.5847457627118644,0.5806451612903225,0.6026200873362445,0.5916326243132835,0.5920608108108107,0.5923728813559321,"[2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[5, 15]","FW, LW, RW","FW, LW, RW",7,42
0,MLP,0.5278969957081545,0.5285473748660645,0.5274830533451222,0.5232514880952381,0.6239316239316239,0.43103448275862066,0.5251798561151079,0.5319148936170213,0.5703125,0.4761904761904762,0.5232514880952381,0.5274830533451222,0.5285473748660645,"[2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[10, 24]","FW, LW, RW","FW, LW, RW",7,42
0,MLP,0.5882352941176471,0.5882521162205445,0.5882521162205445,0.5882352941176471,0.5851063829787234,0.5913978494623656,0.5913978494623656,0.5851063829787234,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882521162205445,0.5882521162205445,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24]","[19, 16]","FW, LW, RW","FW, LW, RW",7,42
0,MLP,0.5621621621621622,0.5634920634920635,0.561711079943899,0.558862492272366,0.6451612903225806,0.4782608695652174,0.5555555555555556,0.5714285714285714,0.5970149253731343,0.5207100591715976,0.558862492272366,0.561711079943899,0.5634920634920635,"[2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]","[3, 20]","FW, LW, RW","FW, LW, RW",7,42
0,MLP,0.543046357615894,0.5493137254901961,0.5441228070175439,0.5312035995500562,0.3815789473684211,0.7066666666666667,0.5686274509803921,0.53,0.45669291338582685,0.6057142857142856,0.5312035995500562,0.5441228070175439,0.5493137254901961,"[2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24]","[9, 17]","FP, LP, RP","FP, LP, RP",8,42
0,MLP,0.4484848484848485,0.4484126984126984,0.4484278577725536,0.44840380588516215,0.4578313253012048,0.43902439024390244,0.4523809523809524,0.4444444444444444,0.4550898203592814,0.44171779141104295,0.44840380588516215,0.4484278577725536,0.4484126984126984,"[2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]","[11, 20]","FP, LP, RP","FP, LP, RP",8,42
0,MLP,0.4962962962962963,0.4962435305247927,0.49629629629629635,0.49452122680469146,0.5555555555555556,0.43703703703703706,0.4966887417218543,0.4957983193277311,0.5244755244755246,0.4645669291338583,0.49452122680469146,0.49629629629629635,0.4962435305247927,"[2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]","[3, 23]","FP, LP, RP","FP, LP, RP",8,42
0,RandomForest,0.7518518518518519,0.7678571428571428,0.7518518518518519,0.7480887329239254,0.6296296296296297,0.8740740740740741,0.8333333333333334,0.7023809523809523,0.7172995780590717,0.778877887788779,0.7480887329239254,0.7518518518518519,0.7678571428571428,"[2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]","[3, 23]","FP, LP, RP","FP, LP, RP",8,42
0,RandomForest,0.4967948717948718,0.4859888629423388,0.4967948717948718,0.37659560929048674,0.9358974358974359,0.057692307692307696,0.49829351535836175,0.47368421052631576,0.6503340757238306,0.10285714285714287,0.37659560929048674,0.4967948717948718,0.4859888629423388,"[2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[14, 8]","FP, LP, RP","FP, LP, RP",8,42
0,RandomForest,0.5243243243243243,0.5266666666666666,0.5233754090696587,0.5086914534041526,0.6989247311827957,0.34782608695652173,0.52,0.5333333333333333,0.5963302752293578,0.4210526315789474,0.5086914534041526,0.5233754090696587,0.5266666666666666,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[2, 14]","FP, LP, RP","FP, LP, RP",8,42
0,RandomForest,0.4777777777777778,0.24431818181818182,0.4777777777777778,0.32330827067669177,0.9555555555555556,0.0,0.48863636363636365,0.0,0.6466165413533835,0.0,0.32330827067669177,0.4777777777777778,0.24431818181818182,"[2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[8, 7]","FP, LP, RP","FP, LP, RP",8,42
